"whole","cyto","nuc"
0,0,0
5.51,5.73,2.74
0,0.01,0.02
23.34,10.44,5.03
8.63,2.3,2.46
145.66,199.85,541.67
0.04,0.01,0.05
1.91,1.14,6.08
50.18,9.46,12.12
0,0,0
6.72,1.5,0.77
2.46,1.46,1.49
110.07,14.47,16.38
30.05,11.45,52.34
2.94,1.28,1.16
14.96,3.02,2.45
3.98,4.47,11.5
0.02,0,0
28.8,20.9,38.59
0.06,0.03,0.02
0.02,0.04,0
200.86,29.48,71.1
0,0,0
0,0,0
2.04,4.32,18.39
3.21,4.46,42.03
0,0,0
16.39,9.99,20.23
22.01,2.73,4.25
10.95,6.05,7.87
1.42,12.94,15.6
1.07,1.6,1.34
0,0,0.06
0,0,0
90.69,41.76,21.98
11.92,2.98,1.23
14.64,42.19,21.9
0,0,0
3.71,1.04,1.04
0,0,0
647.52,1398.92,684.78
35.98,71.87,66.84
18.17,13.08,50.52
0.25,0.69,2.48
17.78,21.41,9.13
30.45,76.89,166.61
73.32,23.08,4.62
331.48,109.2,31.29
0,0.01,0.02
4.05,13.84,30.25
1.33,19.44,72.04
0.94,1.04,3.82
0.1,0.12,0
0.15,0.01,0.01
195.57,98.15,76.05
46.33,9.42,5.51
1.45,1.08,1.02
23.79,3.11,3.04
0,0,0
30.81,10.19,13.3
17.33,16.97,31.63
10.52,14.03,15.71
0,0,0
21.1,37.67,59.56
9.53,10.41,7.71
52.26,21.29,26.9
51.12,10.83,10.98
23.63,7.12,14.44
1.19,0.48,1.14
0.11,0,0.02
11.55,3.71,7.12
0.06,0.01,0.02
58,29.7,127.23
0.24,0.23,1.28
1.3,0.99,4.74
0,0,0.1
29.7,49.8,141.97
0.37,0.28,1.01
0,0.05,0.35
13.17,2.75,3.1
42.7,37.61,83.4
30.68,12.66,26.14
60.1,256,368.07
167.15,116.25,61.77
4459.41,4953.6,1256.51
13.52,25.12,21.74
1.19,0.6,5.85
279.65,196.19,384.68
130.92,115.69,105.73
0.88,1.07,0.48
2.26,1.29,5.88
0.01,0,0
1.15,0.02,0.84
90.14,199.86,94.17
84.18,18.88,36.04
55.88,25.05,193.6
25.29,40.29,55.61
70.34,22.26,12.53
0,0,0
0,0,0
64.43,11.85,10.28
5.73,14.15,195.77
2.42,9.3,77.09
0.41,0.22,0.67
30.34,34.61,53.4
0,0,0.01
0.21,1.4,9.22
24.06,54.14,143.41
24.3,44.61,114.37
1.97,7.74,6.66
28.7,41.06,46.78
0,0,0.02
2.77,4.57,29.37
71.06,12.13,45.2
0,0,0
62.81,13.38,6.3
11.89,2.3,4.1
0,0,0.01
20.69,8.21,3.05
0.07,0.29,0.44
0,0.04,0.14
34.76,13.45,70.13
206.83,61.45,62.63
46.07,62.38,284.92
7.49,4.9,14.76
0.05,0.01,0.02
1.45,2.3,1.29
36.72,14.96,12.35
26.9,9.31,6.73
2.87,0.06,0.11
19.29,8.41,24.67
15.42,3.49,7.4
5.67,4.24,27.84
0,0,0
235.82,203.66,104.62
0.02,0.02,0.01
53.02,27.1,20.84
4.19,0.7,0.76
12.23,11.7,5.73
0.14,0.04,0.06
0.01,0,0
97.18,84.37,66.43
21.2,7.93,3.97
96.15,98.61,59.34
0,0.03,0.01
9.96,20.01,48.44
0,0.01,0.01
0.02,0,0.01
20.41,5.62,2.53
123,54.39,89.54
25.45,23.1,30.16
12.01,9.78,3.68
0,0,0
75.92,13.35,8.59
0,0,0
3.3,1.13,1.49
40.63,30.58,53.59
0,0,0
0.38,0.89,1.62
95.12,91.32,75.93
1.28,2.22,6.97
5.19,12.71,38.77
0.6,1.78,15.82
0.35,0.02,0.11
0.07,0.16,0.77
5.23,23.82,157.75
3.55,7.46,32.44
0.04,0.1,0.25
16,7.67,10.27
14.63,5.68,6.9
2.14,0.5,0.9
24.64,20.26,51.67
1.43,0.12,0.08
31.38,49.06,178.04
82.87,43.85,74.72
0.03,0.02,0.03
38.59,11.67,7.05
28.14,20.73,106.36
0.05,0,0.01
17.72,16.86,11.12
26.11,20.14,59.23
2.48,5.47,0.63
3.15,4.14,8.48
13.34,20.98,45.66
67.1,50.14,94.05
23.15,6.28,6.04
0.14,0.09,0.19
1.79,0.16,0.3
15.57,5.56,6.57
23.97,26.06,20.27
46.09,11.09,7.52
0,0,0
132.22,24.65,57.99
119.18,38.04,35.42
92.39,63.18,24.5
0,0,0
21.03,47.69,62.58
10.95,2.69,11.37
0.04,0,0.03
14.63,21.91,50.13
0.18,0.12,0.33
2245.54,1688.68,506.14
63.94,11.73,16.83
4.48,0.48,0.28
19.94,8.47,40.75
17.76,78.29,829.59
31.57,17.05,34.61
30.11,64.83,366.77
110.13,51.36,56.94
8.74,3.51,7.31
75.81,28.74,22.5
5.66,8.06,20.03
27.12,22.32,21.25
17.38,6.83,2.33
13.34,5.28,2.54
40.03,8,12.53
42.43,10.94,2.95
219.6,121.66,28.89
11.43,12.78,12.81
18.65,5.58,4.41
1.7,1,0.89
0,0,0
61.65,24.63,22.39
0.12,0,0
0.39,0.04,0.04
35.12,8.34,13.96
14.36,14.67,8.28
15.08,12.87,118
27.2,19.98,59.9
656.82,776.25,607.88
30.33,17.99,35.55
20.25,37.41,154.09
38.75,8.53,8.12
715.25,1220.62,1039.46
2.54,1.34,7.86
0,0,0.01
1.45,0.48,2.67
0.01,0,0.13
36.74,110.88,209.34
0.02,0,0
8.49,9.98,26.44
22.98,12.46,2.88
16.87,2.87,7.94
0.18,0.03,0.02
20.17,12.08,32.04
7.05,2.21,4.47
10.05,6.18,3.73
85.49,67.16,50.76
52.15,62,75.35
93.3,98.5,125.4
28.47,36.94,192.79
21.18,10.65,4.87
20.68,8.33,5.55
13.79,15.14,23.08
8.18,39.71,133.97
0.19,0.47,1.16
14.96,2.98,1.32
0,0,0
23.84,27.45,224.03
41.53,17.39,27.53
38.99,9.68,16.05
294.43,420.7,739.36
51.66,72.81,50.24
10.32,3.92,3.64
24.9,9.17,9.46
56.48,23.41,23.47
0.05,0.05,0.2
138.05,79.66,89.35
0.03,0.07,0.54
53,17.04,43.91
0,0,0
0.49,0.25,2.06
0.09,0,0.06
0,0,0.04
16.13,13.89,41.55
0.08,0.26,0.41
0.07,0.06,1.47
0,0,0
0,0,0
78.04,35.75,161.35
1.99,0.59,1.08
11.95,7.93,35.78
1.34,1.1,3.01
0,0,0.01
3.79,5.75,9.71
2.02,1.06,1.25
33,42.74,142.82
11.31,18.8,23.94
76.6,103.25,90.5
7.15,12.76,66.17
29.59,32.9,22.45
6.29,6.99,88.65
1.42,0.44,0.76
5.79,15.75,27.67
1.43,1.98,3.4
55.34,23.99,30.78
131.06,48.24,55.2
1.98,0.56,1.39
0.3,0.04,0.1
1.17,0,0
0,0,0
65.33,11.39,12.2
7.51,2.26,1.95
10.85,1.07,1.46
0.44,0.22,0.33
0,0,0
0,0,0
0,0,0.01
7.86,16.32,81.12
2.69,2.62,4.76
14.89,13.27,14.7
0.01,0.03,0.02
26.51,7.55,8.56
0.23,0.1,0.4
0.01,0,0
0.1,0,0
7.58,1.51,0.7
17.44,3.07,4.5
10.45,2.15,2.49
0,0,0
56.75,20.87,4.59
14.44,6.04,7.74
2.56,1.28,0.48
20.6,3.21,1.7
0.34,0.17,0.14
0.01,0,0
0,0,0
0.11,0,0
0,0,0
21.51,19.02,64.18
47.3,66.52,74.44
38.93,27.57,33.99
147.53,119.81,266.43
0.03,0,0
0,0,0
9.89,7.54,23.63
6.47,1.88,1.33
0.01,0,0
17.85,11.87,14.88
1.01,0.11,0.61
1.21,2.44,4.55
0.06,0.01,0.01
0.16,0.02,0.02
14.28,2.83,1.68
27.85,8.01,7.39
0,0,0
0.06,0.02,0.01
0.02,0,0.01
0.01,0,0
1.52,1.42,1.34
2466.69,653.02,196.74
11.77,4.01,5.58
0,0,0
0.03,0,0
30.23,19.75,11.11
2.14,1.69,3.52
0.01,0,0
69.01,13.04,10.87
12.83,2.07,0.75
0.15,0.01,0.01
1.47,0,0
2.53,0.17,0.1
26.67,17.94,5.75
0,0,0
22,35.49,31.21
24.36,12.31,11.29
12.04,13.93,39.25
55.31,26.29,37.97
14.43,29.7,68.37
0.05,0.04,0.41
5.02,19.54,128.48
2.49,12.03,32.54
0,0,0.03
41.86,120.35,279.47
10.95,58.22,353.33
7.9,2.72,2.34
58.95,61.24,70.26
7.59,6.66,17.44
36.12,97.59,200.82
0,0.02,0.03
126.95,32.03,44.8
1.8,1.08,0.69
0.42,1,1.46
0.02,0.01,0.01
77.73,15.69,4.73
30.77,60.35,36.95
0.09,0,0.01
21.32,5.4,12.81
6.57,2.23,3.1
0.23,0.6,1.02
0.01,0,0.01
5.26,6.03,15.46
18.7,11.07,32.68
0.34,0.67,1.52
0,0,0.01
6.7,4.88,21.53
3.06,3.86,28.22
0,0,0
0,0,0
11.13,8.49,9.56
49.36,24.32,24.2
25.92,67.27,223.5
1.12,1.74,11.39
9.07,3.41,18.48
9.32,7.98,8.09
87.13,13.09,4.07
163.28,30.37,10.12
1.19,0.27,0.18
20.97,5.74,2.38
81.96,14.84,8.18
0.14,0.08,0.1
0.15,0.02,0
33.08,11.6,7.79
0.12,0.03,0.03
22.14,5.44,2.67
31.59,3.95,3.32
66.57,8.18,8.41
0.03,0,0
29.76,8.24,2.75
0.83,0.2,0.06
44.25,10.94,5.73
0,0,0
28.81,35.87,7.26
16.54,7.54,3.36
19.13,5.47,5.45
0.01,0,0
4.98,1.5,4.46
0.21,0.09,0.12
43.35,9.62,13.13
29.9,11.54,18.21
31.2,12.78,7.41
139.55,35.53,20.94
34.25,4.42,19.45
0.18,0.02,0.02
212.34,53.86,63.97
3.89,2.64,4.07
0.06,0.09,0.08
26.85,31.57,52.35
13.99,37.52,105.82
16.9,12.06,4.38
0.02,0.33,0.51
13.63,9.94,30.63
0.01,0,0
102.17,39.96,87.24
0.07,0,0
0,0,0
31.7,17,3.1
1.53,0.69,0.7
56.42,15.23,10.03
145.98,70.15,21.45
0.04,0.01,0.05
65.26,65.44,322.18
47.55,13.91,15.41
0,0,0
0,0,0
11.2,9.39,50.75
0.21,0.13,0.06
33.65,8.21,3.03
12.47,6.13,1.17
32.48,14.54,3.62
148.63,126.13,94.6
84.84,25.09,10.01
0,0,0
11.56,5.18,7.32
12.13,16.86,17.53
70.84,23.91,13.17
18.04,5.32,6.04
129.81,67.65,175.58
64.41,16.63,21.34
29.86,6.9,10.47
0,0,0
0.07,0.03,0
9.15,8.06,13.85
17.48,18.63,6.39
35.27,8.85,5.74
126.85,65.92,21.47
0,0,0
0.15,0.07,0
0.17,0,0
19.56,8.64,21.32
0,0,0
1.06,0.23,0.13
0,0,0
0,0,0
51.22,23.2,11.03
0.5,0.34,0.37
13.48,1.73,0.99
0,0,0
10.39,14.49,70.1
0,0,0
0.02,0,0
10.65,1.12,1.9
0.28,0.1,0.36
38.76,6.3,7.88
237.84,227.56,72.81
0,0,0
21.5,5.06,16.93
2.61,2.1,4.91
20.39,2.88,4.86
0.39,0.29,1.12
0.26,0.02,0.01
0.54,2.31,4.37
9.06,3.98,6.99
13.85,3.59,2.82
18.32,3.09,4.07
67.33,43.16,26.72
46.96,29.78,89.45
214.48,175.38,136.61
249.95,148.26,79.97
277.36,28.78,90.41
14.63,13.6,1.25
508.06,246.55,173.38
29.05,4.87,12.34
1.27,0.69,1.26
25.36,4.45,3.51
0.1,0,0
0,0.01,0.02
14.01,10.63,19.22
0.13,0.13,0.13
141.72,63.03,22.16
1496.65,698.1,604.56
0.1,0,0.07
0,0,0
149.53,9.3,4.53
8.51,4.23,6.62
0,0,0
4.85,1.51,4.19
21.71,6.43,1.83
72.9,31.91,13.91
0,0,0.03
0.01,0,0
0.01,0.01,0.01
3798.73,3589.53,809.76
0,0,0
179.67,52.2,39.6
0,0,0
21.65,2.63,5.03
52.79,33.21,59.04
51.59,32.2,43.76
0,0.01,0
9.91,8.94,18.47
6,8.33,11.04
0.69,1.41,1.4
49.31,26.79,14.67
0.05,0,0.01
9.85,3.57,1.75
14.91,22.65,16.46
6.45,5.06,4.97
1.03,0.9,1.26
19.31,16.32,43.26
0,0,0
0.33,0.04,0.03
1.49,0.06,0.13
0,0,0
0,0.01,0
26.15,1.88,0.45
0.19,0.11,1.04
5.32,3.93,9.91
0.05,0.05,0.16
72.9,54.11,90.53
13.4,9.89,45.18
0.01,0,0
55.03,91.53,155.21
0.38,0.16,0.18
0,0,0
20.61,10.25,3.9
12.78,2.32,1.63
0,0,0
0.61,0.07,0.23
0,0,0.02
48.5,49.74,65.45
0.93,0.92,6.07
79.95,41.82,43.02
31.99,35.51,37.95
18.35,27.29,41.61
38.06,14.96,13.88
5.25,1.58,1.92
0.54,0.06,0.09
0.09,0.01,0.06
36.16,8.41,2.98
24.39,17.5,44.14
18.16,7.27,9.16
1.45,0.16,0.17
0.01,0.01,0
8.76,17.4,19.11
52.19,13.6,21.77
0.02,0,0
2.22,0.14,0.16
0,0,0
0.31,0.03,0.14
1.83,0.82,1.02
141.54,87.68,28.88
0.87,1.75,7.33
0.23,0.14,0.43
188.98,331.25,140.18
0,0,0
10.9,24.01,127.99
0.06,0.04,0.68
210.03,138.79,299.17
284.58,282.27,125.77
1.12,0.03,0
0.27,0.09,1.17
66.14,22.42,45.33
9.53,1.43,1.73
0.71,0.09,0.17
4.62,1.34,1.89
16.6,35.78,444.34
0.73,0.13,0.05
11.24,5.03,14.92
70.36,33.2,34.27
27.82,24.68,45.36
9.88,2.68,2.92
11.79,4.01,5.66
17.01,4.31,5.44
5.53,2.52,3.21
21.82,36.65,88.69
10,2.04,4.02
214.76,35.09,54.87
0.11,0.25,0.63
0.21,0.03,0.07
15.18,7.16,6.44
0.15,0.06,0.64
0.74,0.13,0.52
57.66,43.59,85.35
12.86,2.76,4.59
18.6,4.51,2.55
23.92,3.78,5.22
7.68,2.73,0.88
98.41,16.79,9.92
167.34,47.7,41.56
28.08,7,4.79
3.05,2.88,6.82
1235.48,719.23,381.62
505.13,294.35,268.78
181.02,49.09,122.07
10.69,2.53,1.8
95.76,40.37,26.93
0.13,0.08,0.3
290.44,135.9,77.12
36.81,15.01,4.86
7.34,3.09,6.34
0.18,0.04,0.05
16.57,11.11,14.04
24.44,6.44,5.66
11.51,8.02,21.51
2.81,4.77,9.02
0.33,0.79,1.97
3.02,3.23,13.35
45.7,66.05,124.6
17.93,9.98,52.94
0.46,0.16,0.21
0.3,0.07,0.07
7.94,3.67,6.6
23.39,23.49,33.94
4.42,2.22,4.82
0.27,0.26,0.64
25.21,9.02,10.68
83.68,15.93,65.66
0,0,0
26.55,12.38,9.78
3.9,0.31,0.41
32.4,10.32,2.59
0.45,0.02,0
0.43,0.03,0.02
0,0,0
0.22,0,0
17.21,2.06,0.92
135.23,34.95,13.8
0.03,0.01,0.01
21.24,5.49,7.39
24.62,4.21,4.12
0.04,0.02,0.27
95.99,25.31,38.23
29.85,6.17,1.98
16.76,5.88,8.63
0,0,0
2.2,1.08,2.64
0.27,0.08,0.17
4.84,4.01,7.36
1.77,0.37,0.27
45.89,11.04,7.01
60.47,18.39,25.02
46.16,14.53,33.67
1.75,0.28,0.1
0.51,0.05,0.03
21.86,21.46,27.85
36.63,10.07,5.83
1.69,0.09,0.09
19.66,5.62,4.15
0.07,0,0
0,0,0
7.07,3.77,15.24
0.09,0.05,0.04
22.57,7.99,21.94
43.36,24.96,66.6
3.75,1.01,0.88
0.02,0,0
0.64,0.09,0.03
169.83,48.81,72.38
554.28,614.95,452.6
17.74,5.26,4.22
388.58,484.03,265.57
1.56,0.97,1.09
0.75,0.15,1.03
0.12,0.51,0.93
0,0,0
1.07,3.38,3.79
0.46,0.23,0.2
0.84,0.5,6.11
0,0,0.01
0.1,0.05,0.14
6.18,5.81,24.06
0.27,0.13,0.69
87.19,233.47,96.29
0.05,0.03,0.03
219.07,258.4,176.42
0.05,0.02,0.01
42.53,80.59,151.41
46.27,11.63,9.18
20.44,40.63,136.81
27.95,11.98,7
31.19,25.11,61.48
0.08,0.03,0
67.67,14.31,150.48
8.97,16.87,109.6
9.99,26.13,11.52
1315.53,3790.72,7901.14
2.07,0.78,1.3
472.1,553.04,234.11
0.96,0.76,9.38
15.23,9.66,14.07
159.01,77.25,279.11
0.02,0.01,0.01
0.94,1.59,10.57
22.99,12.45,5.29
37.14,27.66,36.97
136.73,37.71,26.19
1.61,0.21,0.19
1.99,1.14,2
29.01,4.69,6.97
0.02,0.11,0.13
1.01,0.13,0.13
0,0,0
0,0,0
9.91,9.29,16.89
11.28,6.71,87.99
25.9,11.96,12.38
0.49,0.95,0.97
1,0.22,0.3
7.3,14.49,10.45
8.42,5.47,13.11
587.47,573.31,591.46
0,0.04,0.16
23.38,10.15,16.85
39.87,32.08,71.5
0.29,0.15,0.64
6.73,7.52,36.21
0.03,0.06,0.03
0.1,0.04,0.05
42.89,11.33,10.73
102.79,13.22,20.13
5.23,1.17,0.61
106.32,6.89,4.19
16.94,20.97,73.79
3.11,1.98,1.65
15.81,8.91,3.02
0.04,0.08,0.9
1.11,0.77,0.86
97.62,23.58,74.48
4.24,8.02,167.83
13.71,25.66,179.21
5.58,15.55,16.49
0.81,0.87,8.26
0.25,0.03,0.02
0.05,0.03,0.03
23.86,8.47,34.8
11.13,5.62,9.37
14.84,6.89,13.37
86.14,15.63,12.82
0,0,0
24.46,7.83,7.41
11.45,4.73,5.83
49.34,22.69,9.52
20.96,12.31,20.25
29.61,14.48,20.29
13.4,5.64,5.02
0,0,0
3.5,0.48,0.57
168.17,111.22,125.89
0.23,0.33,1.25
16.21,2.1,3.02
0.97,0.17,0.1
11.7,0.22,0.33
38.97,15.48,9.3
105.62,32.08,77.97
13.15,1.73,1.35
0,0,0
3.1,1.92,2.7
28.65,15.39,9.29
0.01,0.01,0.01
0,0,0
45.3,32.04,37.13
28.05,19.2,70.09
8.24,1.1,0.97
1.09,0.27,0.18
93.29,65.51,116.54
6.61,1.79,3.82
71.74,50.03,134.28
19.39,27.13,70.11
0,0.01,0.03
69.18,39.88,55.05
0.15,0.06,0.36
39.01,31.21,20.66
9.88,14.2,17.99
38.44,9.41,6.73
252.05,456,276.49
27.28,6.44,10.06
2.84,1.04,0.29
8.06,4.42,6.88
34.34,25.62,35.56
0.24,0.01,0.03
11.02,5.82,8.45
14.37,2.12,2.67
23.24,39.65,21.77
0.02,0.03,0.07
14.43,6.69,1.69
7.79,2.25,4.95
15.03,4.84,3.48
1.61,1.07,5.1
134.18,64.7,28.4
19.11,1.69,1.8
0,0,0.01
2.9,0.13,0.02
34.47,4.64,3.35
73.15,29.64,57.13
1.04,0.01,0.05
36.44,14.37,13.19
87.41,192.97,156.52
23.55,5.82,2.94
38.86,5.7,5.86
13.25,1.93,1.3
0.37,0.12,0.46
293.61,114.51,1865.03
12.82,4.42,2.58
0,0,0.02
19.65,3.51,5.41
41.16,9.43,4.22
19.25,4.8,3.61
0,0,0
13.11,5.67,4.8
4.39,3.87,7.44
7.49,1.56,1.33
16.54,2.72,2.77
45.87,9.91,4.31
12,4.43,4.54
28.22,14.77,3.58
10.21,2.33,4.11
1.48,0.05,0.09
15.17,9.62,15.41
38.06,2.59,27.85
0.79,0.1,0.09
261.04,63.84,44.34
23.38,16.64,22.17
20.43,11.98,2.61
0,0.01,0
1.39,0.41,0.52
0.26,0.06,0.04
2.97,0.52,0.35
60.76,14.5,14.05
3.22,1.68,0.84
104.39,60.65,181.87
0,0,0
4.68,11.08,26.78
35.79,9.06,23.02
3.52,0.54,0.17
0.14,0.02,0.01
337.23,280.16,93.09
130.31,56.09,31.15
27.48,9.85,8.48
1.76,0.53,1.16
112.93,47.78,36.66
0,0.03,0
81.42,57.21,27.8
0.01,0.02,0
102.28,87.9,236.33
81.96,72.59,237.74
26.27,8.47,6.46
0.04,0.02,0.11
0.12,0.02,0
31.77,60.49,96.68
18.8,37.91,67.17
0.02,0.03,0.41
8.43,14.79,61.43
0,0,0
0.24,0.1,0.13
0,0,0
16.57,8.04,6.04
0.16,0.61,1.32
0.03,0.02,0.11
0.51,0.09,0.35
94.35,105.72,34.43
1.49,1.66,18.61
18.85,8.69,7.87
54.36,9.76,10.35
0.25,0.08,0.5
0.83,0.06,0.04
12.37,12.17,5.21
151.44,20.21,17.54
35.77,24.49,68.02
73.29,27.4,35.18
3.12,0.45,3.13
257.49,207.49,605.15
48.36,14.92,10.51
0.01,0,0.03
28.82,44.82,29.89
11.4,4.94,4.54
37.09,41.4,70.56
0,0,0
0,0,0
4.22,13.78,47.7
6.65,1.51,2.46
42.59,10.39,14.57
0.01,0,0
67.92,58.5,58
28.6,9.54,4.04
46.44,17.85,4.98
140.51,135.92,131.52
0.04,0,0
0.01,0,0.14
51.99,9.43,9.08
0,0,0
2.53,0.21,0.27
0,0,0
56.85,14.96,6.76
0,0,0
1.54,1.97,3.09
40.68,5.8,4.77
126.54,17.04,19.85
0.66,1.22,2.37
40.1,15.04,12.6
0,0,0
59.78,18.79,16.52
16.44,2.58,1.89
27.08,10.27,7.58
0.1,0,0.06
0,0,0
0,0,0
0,0,0
0.04,0,0
0,0,0
0,0,0.02
36.01,61.5,340.3
39.73,7.67,10.03
18.71,16.58,16.61
13.44,11.21,19.84
9.4,29.19,35.39
89.58,353.8,576.85
4.28,4.37,9.2
39.53,7.13,15.55
0.02,0.01,0
28.25,13.61,14.26
0,0,0
42.66,22.41,15.08
125.47,21.08,9.76
22.59,10.14,18.75
25.39,6.38,3.62
22.14,33.7,43.7
35.54,40.52,116.94
1012.67,1052.09,298.48
17.35,18.48,62.38
67.09,11.94,13.2
28.83,10.47,19.69
43.81,28.63,5.03
21.51,4.27,4.19
7.68,8.44,45.07
58.56,39.56,35.93
6.18,2.13,6.68
39.31,57.42,160.57
0,0,0
0,0,0
9.47,16.11,38.64
0.36,0.18,0.14
7.12,5.66,13.49
14.94,9.31,13.57
6.26,10.63,48.67
0.11,0,0.01
28.35,23.46,65.5
2.15,0.26,0.11
5.69,3.59,3.19
21.19,7.83,3.6
0,0,0
10.6,0.93,1.06
0.05,0,0
16.34,2.47,2.47
47.1,30.36,14.04
25.3,44.01,171.2
2.88,4.96,26.97
6.93,1.44,1.84
3.88,2.42,20.66
108.27,59.26,14.8
23.65,7.85,9.81
4.58,2.07,5.49
28.49,6.24,1.71
37.01,47.23,45.01
0.02,0.04,0.06
25.22,5.26,17.81
0.16,0.03,0.04
0,0,0
324.82,278.21,131.02
0,0.01,0.03
14.72,8.46,6.72
40.54,50.91,30.32
22.75,5.25,12.46
3.39,2.06,0.71
32.91,9.48,11.43
73.53,44.06,10.85
0,0,0
10.78,8.56,3.25
2607.18,3560.27,1296.06
8.56,6.67,4.15
0.36,0.74,1.25
34.06,48.69,29.46
0.05,0.01,0.01
5.7,10.42,13.38
40.94,33.71,41.92
78.02,153.81,350.19
0.43,0.36,0.47
0.29,0.01,0.01
69.26,19.37,17.78
12.44,2.04,1.72
37.72,28.8,10.45
17.02,8.82,12.11
6.14,4.28,45.36
20.35,29.15,92.79
38.71,15.64,8.96
14.07,5.49,5.14
54.96,52.13,217.72
0,0,0
0,0.01,0.01
0,0,0
0,0.01,0.03
1.22,0.75,0.67
0.13,0.3,0.99
49.11,123.76,86.61
0.66,0.13,0.96
1.63,1.22,6.89
100.13,192.62,219.45
30.11,27.87,27.58
35.84,72.71,45.02
16.19,13.91,51.44
2.17,1.28,1.71
31.31,4.4,5.72
2784.64,1422.85,333.43
21.35,26.9,26.86
2.45,6.52,17.84
44.46,23.68,9.49
7.56,4.54,16.43
29.07,10.82,8.05
13.95,3.26,3.36
16.57,18.67,65.51
0.36,0.31,0.17
14.36,6.51,15.56
8.78,13.67,26.68
0,0,0
75.4,45.84,116.2
85.67,90.11,29.77
19.21,19.52,50.47
1.44,3.42,7.74
9.56,15.26,64.89
0.19,0.03,0.12
0.15,0.04,0
0,0,0
4.48,1.51,4.11
0.05,0.01,0.02
7.06,2.24,4.23
14.96,65.97,108.11
5.5,2.64,3.38
0.01,0,0.02
6.3,7.73,8.53
19.26,8.13,6.06
10.24,3.99,4.59
6.84,21.73,33.17
68.67,34.67,21.36
90.43,257.67,283.06
4.87,8.73,12.44
103.36,104.84,94.1
88.25,129.3,201.1
10.14,6.33,24.92
3.91,1.66,1.49
7.03,6,13.92
10.13,3.03,0.86
0,0,0
0.49,0.31,0.34
9.42,16.3,19.88
55.77,70.77,97.83
12.2,6.99,40.5
15.52,28.54,17.15
5.76,0.72,0.8
2.45,1.18,0.27
1.01,0.96,0.9
0.08,0.02,0
18.44,2.17,3.65
0.1,0.05,0.19
0.02,0,0.01
0.65,0.78,0.28
0,0,0
1.98,0.8,6.53
11.33,4.94,5.88
13.66,3.57,3.17
3.48,2.47,9.18
50.91,12.4,4.14
8.26,3.78,2.47
5.84,3.88,51.31
49,37.93,218.96
43.52,16.2,7.68
31.51,3.1,4.52
5.3,1.19,1.16
44.4,24.45,83.1
0.79,0.13,0.55
65.16,14.76,14.48
28.78,9.85,6.4
79.53,61.28,90.47
102.42,62.52,24.52
0.05,0,0
0.2,0.18,0.13
53.3,47.84,21.41
0.2,0.16,0.32
0.05,0,0
11.76,3.84,3.76
136.19,35.52,12.15
2.66,0.39,1.08
3.76,0.58,0.85
0.01,0,0
3.61,1.19,3.34
0,0,0
9.51,7.3,5.64
0.87,0.15,0.23
47.65,5.48,3.46
0,0,0
0,0,0
9.58,2.1,0.85
47.57,25.29,27.16
55.8,17.28,21.61
2.91,1.69,2.65
17.35,11.95,35.84
0.24,0.01,0
0,0.01,0
134.77,35.88,15.3
19.93,7.79,6.11
6.91,4.08,2.34
64.09,29.66,6.96
0.43,0.19,0.14
0.01,0,0
17.96,17.35,10.92
0.03,0,0.01
0.01,0,0.06
0.05,0.01,0
0.11,0,0
5.38,1.27,0.72
6.98,4.3,6.82
0.05,0,0
60.78,25.92,25.33
27.71,5.45,4.03
67.86,44.31,74.39
40.5,25.44,220.02
3.25,1.67,13.09
60.63,56.69,83.17
10.63,3.83,1.96
60.22,40.07,54.02
0,0,0
10,2.7,11.91
7.96,1.06,2.13
22.62,7.77,2.84
15.19,8.54,5.72
149.17,79.61,182.11
1180.09,2176.94,1506.56
120.25,82.65,99.28
9.23,2.9,1.48
9.43,2.74,7.63
10.19,11.97,14.85
0.55,0.98,3.3
61.69,11.99,39.2
10.6,30.99,154.25
0.14,0.49,0.9
7.24,2.34,3.71
0.06,0.02,0.19
179.21,48.37,50.24
0,0,0.02
0.1,0.01,0.02
37.73,23.48,168.36
0.2,0.01,0.02
22.25,11.53,9.2
0.01,0,0
0.33,0,0.16
129.48,26.52,5.76
0.06,0.04,0.45
0.18,0.06,0.1
5.84,10.53,6.95
23.27,21.04,41.93
4.63,0.82,1.22
23.71,4.29,2.87
10.63,2.99,1.41
24.64,8.38,4.92
0,0,0
88.67,31.9,40.95
0,0,0
0,0,0
16.66,3.51,3.6
0.04,0,0
1.2,0.03,0.06
44.86,9.76,3.49
0.01,0,0
0,0,0
5.34,0.73,0.47
24.16,8.31,4.68
18.3,11.53,49.03
23.02,4.59,10.02
5.01,6.08,5.81
130.84,51.74,40.61
3.32,9.27,21.38
39.83,77.78,210.05
59.4,17.11,8.48
44.32,14.62,18.35
25.42,6.57,2.61
0,0,0
15.04,4.9,4.59
9.96,10.97,38.43
0,0,0
262.87,114.26,23.78
176.41,34.81,10.88
105.46,56.65,65.32
78.69,109.39,335.31
0,0.01,0
59.69,7.98,6.3
5.46,1.66,0.65
0.1,0.37,0.81
94.78,17.51,21.68
0.09,0.41,0.61
324.99,163.35,135.12
39.53,32.05,58.88
140.95,27.84,33.53
0.04,0.08,0.22
31.27,12.61,17.56
102.91,65.39,89.25
0.1,0.03,0.05
3.62,2.42,5.46
0.08,0,0.09
173.5,87.6,106.41
1.72,0.55,1.57
21.94,13.43,48.66
0.04,0,0
